"","PERIOD","1_StrPur","2_StrPur","3_StrPur","4_StrPur","5_StrPur","6_StrPur"
"1",1,-0.458772094303078,-0.108204865152731,-0.692056020516858,-0.69464688739648,-0.540090567139378,-0.181015435130037
"2",2,-0.47913045957512,-0.334408121860196,-0.323901646721825,-0.190701955683595,-0.430226675622788,-0.0271161232233943
"3",3,-0.910355257924327,-0.548378218847097,-0.346621687368507,-0.456951772892624,-0.842219832553587,0.0553747997108633
"4",4,-0.509897750496347,-0.362209952207785,-0.338962046593591,-0.647062746525691,-0.666686143065917,-0.391220930839301
"5",5,-0.53190460697717,-0.23221555982886,-0.0347956023543916,-0.421551034731099,-0.482899663855434,0.0645885321108356
"6",6,-0.190701955683595,-0.294763942402202,-0.0223609542465697,-0.27095972680964,-0.637463337989366,0.129534298953749
"7",7,-0.679250495261145,-0.0120173767730372,0.140759702029782,-0.46242770554837,-0.602647749329988,0
"8",8,-0.723830948759031,0,0,-0.464263050263064,-0.632714937993543,0
"9",9,-0.865284014274562,0.0251819830678323,0.12726637365458,-0.310631979544291,-0.439016623369089,-0.121265263637918
"10",10,-0.0138861381715036,0.125750128949577,0.488935704295444,-0.0890814971230201,-0.464263050263064,-0.215552030782617
"11",11,0.0468868050254076,0.510598236694822,0.463350731999758,-0.241363659446886,-0.383034970677093,0.275378318353585
"12",12,0.170512367656014,0.512726300327063,0.683498995688352,-0.406213637810291,-0.55256097476175,0.116579573790664
"13",13,0.0850673463271142,0.682511360596015,0.823626849721429,-0.702480410464965,-1.08574966820835,0.248144031539189
"14",14,0.165525658179881,1.00079224417236,0.789995829573234,-0.558884693985468,-0.80139337416121,0.438172370951176
"15",15,0.263136738510179,0.890308379382513,0.800843993519604,0.148873258319327,-0.307718667565287,0.502017444667487
"16",16,0.619682741207777,0.948277359333769,0.575152316958193,0.00457001481628052,-0.334408121860196,0.292738897847666
"17",17,0.394988939781286,0.921190524698784,0.355841180548118,-0.110363920056625,-0.27509922747203,0.498119785773823
"18",18,0.760467409351941,1.04374671267853,1.09572979407482,-0.237427675269108,-0.164395245783297,0.661425941115191
"19",19,0.908398392830228,1.26767531977666,0.978337049558126,-0.240049082897346,-0.391220930839301,0.95553740250094
"20",21,1.02033563049925,1.24947610545311,0.940489991140347,-0.182218586733012,-0.0406137850118221,0.650455130558798
"21",22,1.34971683189607,1.24495401310078,0.949382457123363,-0.21808871590353,-0.0504249527573624,0.76105339742917
"22",23,1.06469408738533,1.24367663233668,1.01954093429684,-0.100702727172874,-0.430226675622788,0.855897678518302
"23",24,1.25787328847066,1.04814151299308,0.734465541761281,-0.165568768307578,-0.492416906324404,0.902501700888669
"24",25,1.03467498979624,1.09643877116921,0.896552424947209,-0.384664147025252,-0.291918959911605,0.678546134165146
"25",26,0,0,0,-0.348164225357517,-0.0674423877863333,0.796970045113709
"26",27,1.1123677482003,0.333427730806358,0.490255481942533,0.151799348023327,-0.10928351920021,1.09714699563385
"27",28,0.99935949881997,-0.548378218847097,-0.265480046040133,-0.0214139741258467,-0.103907604671735,1.02073262389569
"28",29,1.06506555030307,-0.251974577089507,0.327284011195079,0.0777671805423664,-0.0494373176650257,1.27313482146336
"29",30,1.04470456981799,0.143721515476111,0.602448517130068,0.105718795143321,0.234098304688922,1.49301277784618
"30",31,0.869726365096044,0.0511443011784613,0.512726300327063,0.166954239845738,0.0914899940826921,1.22084371585298
"31",32,0.986324416721596,0.461976586543738,0.90415803501884,0.295098395914637,0.357451999961741,1.24679481146262
"32",33,0.867732647114604,-0.00367213043645442,0.529096261550772,-0.319449033644185,-0.27509922747203,1.00547828872768
"33",34,0.78181333152371,0.132546256137505,0.640354559601796,-0.254653887449847,-0.306266768443753,0.957285578759763
"34",35,0.753691290242945,0.630454999728438,0.826022354568187,-0.293339934640568,-0.119070697899055,0.570881937982358
"35",36,0.519490843787476,0.288589589331419,0.45459962255681,-0.19929458905744,-0.0166991320075004,0.393974266759786
"36",37,0.225657397949092,0.364918155711595,0.425701963328804,-0.644649914300631,0,-0.136832742236608
"37",38,0.56462127143466,1.14197097998493,0.883761723418285,-0.433728769664841,-0.567410655173497,0.140017189562449
"38",39,0.567367545045799,1.33600364824698,0.961636082491015,0,0.115809640199112,0
"39",40,1.02271405506123,0,0,0.0810215644738587,-0.120167078397299,0.879116001776489
"40",41,1.02370256818183,0.995248904281253,0.846688442644792,-0.167922024303209,0.15761330536752,1.49359910925908
"41",42,1.30095607018544,-0.611755704891577,-1.57192540166093,0.373349830444599,0.384257115077173,0.847460753033607
"42",43,0.9422779918971,-2.93082584898137,-3.66376216233475,0.0785822660231479,0.230864428347014,0.827349483279214
"43",44,0.58399392709799,-3.09848961212754,-3.66376216233475,-0.38140976309376,-0.771605060885348,0.664140684975207
"44",45,0.915173892883495,-1.38729036068361,-3.47183582055289,-0.0838653064923714,0.0679076801662264,1.01073622196292
"45",46,-0.486690284184063,-2.39810352911757,-3.93426714812051,-0.299054294056631,-0.538034641373564,-1.54353186627851
"46",47,0.286803383758294,-3.09848961212754,-3.93426714812051,-0.444346724021958,-0.437249344499787,0.616416851385671
"47",49,0.782947936190094,0,0,-0.505973342809481,-0.371740791199567,1.21582643694753
"48",50,0.937574230580699,-2.30486171501431,-3.47183582055289,-0.674196324247431,-0.558884693985468,1.03272881752045
"49",51,0.838655108496698,-2.46839452141375,-3.93426714812051,-0.464263050263064,-0.681792012174917,0.553521712544004
"50",52,0.764849825261716,-1.78680256524988,-3.93426714812051,-0.593662463570375,-0.661725916625059,0.656990784929499
"51",53,0.728956954091308,-2.43232371623539,-3.66376216233475,-0.449719752122159,-0.33289702861387,0.570102560109803
"52",54,0.893197510060243,-2.86053485668519,-3.32296618425281,-0.268214260453457,0,0.343360629668564
"53",55,0.898938505398543,-1.15967918271479,-3.32296618425281,-0.38140976309376,-0.223191206420636,0.630811096551962
"54",56,0,0,0,-0.315025940870229,-0.0524046200350058,0
"55",57,1.08590417637026,-1.09514626556116,-2.68549922424419,-0.451520420915796,-0.301929933780559,0.796136978554224
"56",60,0,-1.32437123768226,-1.71119562942468,-0.0524046200350058,0.0356884582062036,0.928749700381858
"57",61,1.00017858717704,-0.178615621812042,-1.05832879283644,0.332871542876659,0.332314890876878,1.03990147216017
"58",63,0.954880653588477,-0.33289702861387,-2.00596319384613,0.0914899940826921,0.378046233450174,1.14048014722369
"59",64,0.551520068729138,0,0,-0.548378218847097,-0.35437029227813,0.949823984196418
"60",65,1.08012014765706,-0.175032010421747,-0.974299972800264,-0.0975131718560232,0.289183930023764,1.31578361046467
"61",67,0.678546134165146,-0.183423912052802,-0.829389679771227,0.198314198003602,-0.00459424168627173,1.2409718808932
"62",68,0.975582427261491,0.0662501702874606,-0.73753055503965,0.0930860412148092,0.0834519765717246,1.55940133755696
"63",69,0.984231731871988,-0.0338308192751434,-1.20831874406483,0.0637561584744329,0.0736767484578813,1.11046235388594
"64",70,0.947613420931285,-0.245323002717926,-0.990280314863591,0.318245466401778,0.343908144991074,1.377721438095
"65",71,-0.352813354854975,-0.00736824727557938,-0.649484336781653,0.420355034005835,0.153985523818052,1.15133633531394
"66",72,-1.38729036068361,0.109617972712644,-0.533941699805805,0.25129541851861,0.10258296148255,0.684813572237893
"67",73,-1.24283406384972,-0.326886651178254,-1.05832879283644,0.347183834303679,0.118116780422453,1.10418819432373
"68",74,-0.630353351870828,0.135544676389365,-0.442565288028803,0.287994718687429,0.118884057543292,1.41873412090581
"69",75,-0.659259564895496,0.168379768984343,-0.366958352203608,0.561073655129861,0.577470144592553,1.11115585434655
"70",76,0.0922884949356865,0.394481796174171,0.0744968436847314,0.691347878959977,0.663123950133206,1.3510485846681
